locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr17:16823490-18384190		ENSG00000141127.8	ENSG00000141127.8	17	18743398	462	0.05203	0.02877	1.8087	0.07117071894079495	0.055944055944055944	0.5873956669913609	up	5.6852
chr7:5989046-6735643		ENSG00000155070.7	ENSG00000155070.7	7	6899461	462	-0.09998	0.0556	-1.7984	0.07279603454210383	0.07492507492507493	0.5914519376042866	down	2.6008
chr17:16823490-18384190		ENSG00000188933.6	ENSG00000188933.6	17	16689803	462	0.22141	0.12315	1.7978	0.07288451882516862	0.07292707292707293	0.5914519376042866	up	2.3294
chr13:48199250-48206639		ENSG00000233456.1	ENSG00000233456.1	13	49147453	462	0.34972	0.19513	1.7923	0.0737684440973927	0.052947052947052944	0.5914519376042866	up	0.1834
chr2:87987171-111255403		ENSG00000115085.9	ENSG00000115085.9	2	98330023	462	-0.17646	0.09855	-1.7905	0.07404977015093966	0.061938061938061936	0.5914519376042866	down	0.8945
chr7:5989046-6735643		ENSG00000122512.9	ENSG00000122512.9	7	6048756	462	-0.07347	0.04103	-1.7905	0.0740509291830892	0.07192807192807193	0.5914519376042866	down	3.6845
chr1:25324280-25369060		ENSG00000183726.6	ENSG00000183726.6	1	25664408	462	0.02371	0.01334	1.7768	0.07629202475016891	0.06793206793206794	0.6054456835942892	up	5.2535
chr16:28471892-28637651		ENSG00000205534.5	ENSG00000205534.5	16	29606395	462	0.04831	0.02724	1.7734	0.07684661332282082	0.07692307692307693	0.6059624668385489	up	3.3659
chr3:195749463-195980207		ENSG00000161217.6	ENSG00000161217.6	3	196014828	462	-0.03754	0.02123	-1.7683	0.07769136610536642	0.07892107892107893	0.6087462736610356	down	4.8936
chr16:28471892-28637651		ENSG00000188603.12	ENSG00000188603.12	16	28506896	462	0.04598	0.02613	1.7596	0.07916273855811402	0.0939060939060939	0.6163740272638061	up	3.402
chr11:18249084-18265819		ENSG00000255035.1	ENSG00000255035.1	11	17457728	462	-0.12086	0.06885	-1.7555	0.07986171944869919	0.09290709290709291	0.6175699793538159	down	1.5969
chr11:18249084-18265819		ENSG00000179119.9	ENSG00000179119.9	11	18656338	462	0.08174	0.04663	1.7529	0.08031402800966427	0.08191808191808192	0.6175699793538159	up	3.4338
chr16:75206214-75222748		ENSG00000186187.6	ENSG00000186187.6	16	75032928	462	-0.05413	0.03101	-1.7458	0.08154005994465172	0.07692307692307693	0.623127124762215	down	2.9069
chr16:14954790-15100859		ENSG00000263335.1	ENSG00000263335.1	16	15820531	462	-0.09792	0.05655	-1.7316	0.08403907014067269	0.0979020979020979	0.6382844713751705	down	1.0792
chr16:75206214-75222748		ENSG00000247033.1	ENSG00000247033.1	16	75144610	462	-0.02009	0.01163	-1.727	0.08487052121247755	0.1018981018981019	0.6406689345185806	down	0.5073
chr5:177946129-178003952		ENSG00000246334.2	ENSG00000246334.2	5	176874700	462	0.1116	0.06474	1.7237	0.08546384063721592	0.08191808191808192	0.6412377861143836	up	0.4216
chr17:16823490-18384190		ENSG00000133027.10	ENSG00000133027.10	17	17495022	462	-0.06343	0.03688	-1.72	0.0861221649053143	0.08491508491508491	0.642284579233609	down	2.5181
chr11:71571819-71576724		ENSG00000248671.2	ENSG00000248671.2	11	71524905	462	0.1348	0.07874	1.712	0.08758440579126547	0.07592407592407592	0.6456389376124423	up	0.2539
chr16:28471892-28637651		ENSG00000260853.1	ENSG00000260853.1	16	28978204	462	0.03265	0.01907	1.7119	0.08761497699425712	0.08291708291708291	0.6456389376124423	up	2.1906
chr16:16721273-18073542		ENSG00000261448.1	ENSG00000261448.1	16	17228361	462	0.33628	0.1978	1.7001	0.08981892300902196	0.0939060939060939	0.6551927538948239	up	2.0835
chr2:87987171-111255403		ENSG00000188383.7	ENSG00000188383.7	2	97746835	462	0.06519	0.03836	1.6993	0.08996992581754447	0.0979020979020979	0.6551927538948239	up	1.0568
chr3:195749463-195980207		ENSG00000235897.1	ENSG00000235897.1	3	196045201	462	-0.0266	0.01583	-1.6809	0.09349354464651724	0.09090909090909091	0.6768713934057798	down	0.3197
chr2:87987171-111255403		ENSG00000169679.9	ENSG00000169679.9	2	111435691	462	-0.06007	0.03599	-1.6689	0.09583301380268662	0.11288711288711288	0.6897748319053839	down	5.2889
chr11:71571819-71576724		ENSG00000255562.1	ENSG00000255562.1	11	71314250	462	0.18354	0.11077	1.6569	0.09823742485833416	0.09490509490509491	0.7016303257423302	up	1.8347
chr2:87987171-111255403		ENSG00000261600.1	ENSG00000261600.1	2	91768393	462	-0.06641	0.04013	-1.6551	0.09861363221257306	0.1018981018981019	0.7016303257423302	down	0.8558
chr12:75713180-75731794		ENSG00000258245.1	ENSG00000258245.1	12	76082876	462	-0.13526	0.08201	-1.6494	0.09977661633291968	0.0919080919080919	0.7058482915437403	down	2.9047
chr1:149843518-149850293		ENSG00000198161.5	ENSG00000198161.5	1	149553003	462	-0.26238	0.15938	-1.6463	0.10041269023067431	0.08291708291708291	0.7063119915089477	down	1.897
chr2:87987171-111255403		ENSG00000115446.7	ENSG00000115446.7	2	99225042	462	0.13374	0.08156	1.6399	0.10173394373722627	0.1088911088911089	0.7112615557855885	up	4.1167
chr8:7301024-12598379		ENSG00000155189.7	ENSG00000155189.7	8	6565878	462	-0.02474	0.01511	-1.6373	0.10226539331973727	0.1028971028971029	0.7112615557855885	down	5.5144
chr20:47841016-47888238		ENSG00000101040.14	ENSG00000101040.14	20	45985567	462	-0.061	0.03756	-1.624	0.10509156532206905	0.08691308691308691	0.7237740479523461	down	3.9726
chr8:7301024-12598379		ENSG00000215374.4	ENSG00000215374.4	8	7212876	462	0.01202	0.00741	1.6229	0.10531714992637294	0.1068931068931069	0.7237740479523461	up	0.1718
chr2:87987171-111255403		ENSG00000135966.7	ENSG00000135966.7	2	105946491	462	0.08375	0.05188	1.6142	0.10719364158036637	0.1108891108891109	0.7237740479523461	up	3.7552
chr21:43821742-43835116		ENSG00000160224.10	ENSG00000160224.10	21	45705721	462	0.19602	0.1215	1.6133	0.10737874805605806	0.08491508491508491	0.7237740479523461	up	0.3367
chr9:87942696-88110274		ENSG00000238110.1	ENSG00000238110.1	9	90559938	462	0.0759	0.04706	1.6129	0.1074702533642331	0.08791208791208792	0.7237740479523461	up	2.5147
chr5:179643529-179651253		ENSG00000204659.4	ENSG00000204659.4	5	179107975	462	0.01445	0.00899	1.6064	0.10890099104476748	0.09490509490509491	0.7237740479523461	up	0.2215
chr2:45065588-45081777		ENSG00000138078.11	ENSG00000138078.11	2	44589001	462	0.07574	0.04716	1.606	0.10898325437365558	0.08691308691308691	0.7237740479523461	up	3.7926
chr2:87987171-111255403		ENSG00000232931.1	ENSG00000232931.1	2	96481963	462	-0.07336	0.04569	-1.6056	0.10906219685267876	0.12087912087912088	0.7237740479523461	down	2.1654
chr11:18249084-18265819		ENSG00000110768.5	ENSG00000110768.5	11	18343842	462	-0.1273	0.07934	-1.6044	0.10932612840637215	0.10789210789210789	0.7237740479523461	down	4.6933
chr21:43821742-43835116		ENSG00000160216.12	ENSG00000160216.12	21	45285067	462	-0.12551	0.07842	-1.6006	0.11018439982715054	0.0989010989010989	0.7249830392597773	down	5.3067
chr2:87987171-111255403		ENSG00000231536.1	ENSG00000231536.1	2	111368493	462	-0.11617	0.07283	-1.5952	0.11138848834778042	0.1088911088911089	0.7249830392597773	down	1.0337
chr16:28471892-28637651		ENSG00000177455.6	ENSG00000177455.6	16	28943260	462	0.02408	0.01511	1.5931	0.1118529448306988	0.11888111888111888	0.7249830392597773	up	5.4045
chr2:45065588-45081777		ENSG00000224637.1	ENSG00000224637.1	2	44393405	462	0.02744	0.01724	1.5917	0.1121628381966792	0.0959040959040959	0.7249830392597773	up	0.2873
chr1:248128773-248428856		ENSG00000227671.2	ENSG00000227671.2	1	247372795	421	0.16841	0.10588	1.5906	0.11248531990999182	0.12387612387612387	0.7249830392597773	up	3.8528
chr11:71571819-71576724		ENSG00000254593.1	ENSG00000254593.1	11	71614240	462	0.06845	0.04317	1.5855	0.11356723094610974	0.0979020979020979	0.7249830392597773	up	0.2988
chr6:167209001-167357782		ENSG00000235272.1	ENSG00000235272.1	6	166999965	462	0.12791	0.08068	1.5853	0.11360800453666946	0.11388611388611389	0.7249830392597773	up	3.7931
chr1:25324280-25369060		ENSG00000117616.12	ENSG00000117616.12	1	25664704	462	0.03344	0.02113	1.5824	0.11426760245245404	0.10989010989010989	0.7254527786468621	up	5.5356
chr7:5989046-6735643		ENSG00000182095.9	ENSG00000182095.9	7	5465045	462	-0.1191	0.07548	-1.5779	0.11529186783598175	0.10589410589410589	0.7263295404658834	down	2.6842
chr7:65219157-65531823		ENSG00000232270.1	ENSG00000232270.1	7	65112777	462	-0.02012	0.01277	-1.5757	0.11580232465285772	0.13186813186813187	0.7263295404658834	down	2.7978
chr16:16721273-18073542		ENSG00000260017.1	ENSG00000260017.1	16	18814405	462	0.1905	0.12102	1.5741	0.11616579080149023	0.13186813186813187	0.7263295404658834	up	1.0414
chr6:167209001-167357782		ENSG00000198818.5	ENSG00000198818.5	6	166756079	462	-0.09594	0.06111	-1.5701	0.11710598363853605	0.0979020979020979	0.7285286821332042	down	5.6182
chr7:5989046-6735643		ENSG00000008256.11	ENSG00000008256.11	7	6312275	462	-0.14322	0.09163	-1.563	0.11875448516934776	0.13986013986013987	0.7316729504520166	down	2.9459
chr12:75713180-75731794		ENSG00000180881.14	ENSG00000180881.14	12	75784708	462	0.11379	0.07289	1.5612	0.11917716786733246	0.11988011988011989	0.7316729504520166	up	1.2719
chr3:195749463-195980207		ENSG00000231443.2	ENSG00000231443.2	3	195664114	462	-0.01695	0.01088	-1.5575	0.12007390077833999	0.11488511488511488	0.7316729504520166	down	2.3865
chr9:85797070-85801040		ENSG00000135049.11	ENSG00000135049.11	9	88356944	462	-0.1812	0.11647	-1.5558	0.12047057432144001	0.12287712287712288	0.7316729504520166	down	3.6983
chr13:52310302-52320954		ENSG00000136098.10	ENSG00000136098.10	13	52733996	462	-0.32049	0.20711	-1.5474	0.12247976676391147	0.1258741258741259	0.7316729504520166	down	1.5408
chr1:149843518-149850293		ENSG00000231448.1	ENSG00000231448.1	1	148854138	462	0.09531	0.0616	1.5472	0.12251410965367152	0.1108891108891109	0.7316729504520166	up	0.5154
chr3:195749463-195980207		ENSG00000224614.1	ENSG00000224614.1	3	195634947	462	0.0123	0.00795	1.5466	0.12266328538209029	0.11488511488511488	0.7316729504520166	up	0.3925
chr1:149843518-149850293		ENSG00000183598.3	ENSG00000183598.3	1	149785236	462	-0.1556	0.10072	-1.5448	0.12309769554135587	0.13486513486513488	0.7316729504520166	down	0.4541
chr11:71571819-71576724		ENSG00000165457.8	ENSG00000165457.8	11	71927645	462	-0.08948	0.05794	-1.5444	0.1232016038822002	0.12187812187812187	0.7316729504520166	down	0.3352
chr2:87987171-111255403		ENSG00000229604.1	ENSG00000229604.1	2	88124461	462	-0.09944	0.06464	-1.5383	0.12468883907642124	0.13786213786213786	0.7316729504520166	down	0.7397
chr17:16823490-18384190		ENSG00000141030.6	ENSG00000141030.6	17	17184607	462	-0.06148	0.04007	-1.5342	0.1256820707065149	0.1258741258741259	0.7316729504520166	down	5.9281
chr7:97445822-97459601		ENSG00000180535.2	ENSG00000180535.2	7	97841566	462	-0.07931	0.05173	-1.5333	0.1259074594578145	0.12187812187812187	0.7316729504520166	down	1.4162
chr17:45585159-46292045		ENSG00000182963.4	ENSG00000182963.4	17	42908179	462	-0.07281	0.04757	-1.5304	0.12662680609194757	0.13686313686313686	0.7316729504520166	down	1.335
chr9:85797070-85801040		ENSG00000213711.3	ENSG00000213711.3	9	88513818	462	-0.07129	0.04666	-1.5277	0.1272875438762294	0.13486513486513488	0.7316729504520166	down	0.6136
chr17:16823490-18384190		ENSG00000233327.4	ENSG00000233327.4	17	18445234	462	0.17783	0.1167	1.5239	0.1282490634536282	0.13586413586413587	0.7316729504520166	up	2.2907
chr5:179643529-179651253		ENSG00000169045.13	ENSG00000169045.13	5	179061785	462	0.03252	0.02136	1.5223	0.12863789539986475	0.12287712287712288	0.7316729504520166	up	8.0593
chr2:87987171-111255403		ENSG00000125551.13	ENSG00000125551.13	2	88045917	462	0.04953	0.03258	1.5203	0.1291351185847514	0.14085914085914086	0.7316729504520166	up	0.38
chr2:87987171-111255403		ENSG00000234028.2	ENSG00000234028.2	2	88927057	462	0.03283	0.02161	1.5191	0.12944167338082332	0.13686313686313686	0.7316729504520166	up	0.8633
chr12:46896694-46915975		ENSG00000111405.4	ENSG00000111405.4	12	48119350	462	-0.02208	0.01454	-1.5189	0.1294954026262419	0.12087912087912088	0.7316729504520166	down	0.1682
chr5:177946129-178003952		ENSG00000087206.11	ENSG00000087206.11	5	176449634	462	-0.09888	0.06528	-1.5147	0.13055862458285408	0.12987012987012986	0.7316729504520166	down	4.1955
chr3:195749463-195980207		ENSG00000225578.1	ENSG00000225578.1	3	196666748	462	0.01716	0.01134	1.5139	0.13076606737426696	0.12787212787212787	0.7316729504520166	up	0.2274
chr2:87987171-111255403		ENSG00000239975.1	ENSG00000239975.1	2	89952792	462	0.59254	0.39161	1.5131	0.13096458513773493	0.14385614385614387	0.7316729504520166	up	4.4958
chr2:87987171-111255403		ENSG00000242076.1	ENSG00000242076.1	2	89568263	462	0.60692	0.40151	1.5116	0.13134979620465578	0.1258741258741259	0.7316729504520166	up	4.643
chr13:48199250-48206639		ENSG00000233610.1	ENSG00000233610.1	13	49152224	462	1.12817	0.74833	1.5076	0.13237136904963903	0.14385614385614387	0.7316729504520166	up	1.3797
chr17:45585159-46292045		ENSG00000184361.7	ENSG00000184361.7	17	43339479	462	-0.01246	0.00827	-1.5075	0.13238670508986408	0.11688311688311688	0.7316729504520166	down	0.1645
chr7:5989046-6735643		ENSG00000239696.2	ENSG00000239696.2	7	7119373	462	-0.02079	0.01382	-1.5044	0.1331777529188929	0.12487512487512488	0.7327735916159529	down	0.167
chr17:16823490-18384190		ENSG00000230662.1	ENSG00000230662.1	17	18363705	462	-0.02638	0.01761	-1.4977	0.13493253057695237	0.14785214785214784	0.7391436851958718	down	1.6237
chr11:18249084-18265819		ENSG00000256282.1	ENSG00000256282.1	11	18621230	462	0.04286	0.0288	1.488	0.1374476330335188	0.13286713286713286	0.7496042717863273	up	0.2221
chr16:14954790-15100859		ENSG00000257264.1	ENSG00000257264.1	16	14995356	462	0.02169	0.01461	1.4842	0.13846921709662868	0.13986013986013987	0.7504484758939894	up	0.4873
chr17:3082008-3221835		ENSG00000262194.1	ENSG00000262194.1	17	3706676	462	0.3197	0.2156	1.4829	0.13881478269767655	0.14885114885114886	0.7504484758939894	up	0.6005
chr5:179643529-179651253		ENSG00000169131.6	ENSG00000169131.6	5	178157703	462	0.0223	0.0151	1.4771	0.14035130498792905	0.12687312687312688	0.7506867305691235	up	1.9537
chr5:112179911-112236600		ENSG00000246859.2	ENSG00000246859.2	5	110847924	462	0.16359	0.11083	1.476	0.14064604215723095	0.14085914085914086	0.7506867305691235	up	1.3712
chr16:28471892-28637651		ENSG00000260570.1	ENSG00000260570.1	16	28848521	462	0.02673	0.01811	1.4759	0.14067796566400376	0.13986013986013987	0.7506867305691235	up	4.8204
chr16:14954790-15100859		ENSG00000260735.1	ENSG00000260735.1	16	15188268	462	-0.00965	0.00656	-1.471	0.14199075866596925	0.11788211788211789	0.7544401683625319	down	0.162
chr7:65219157-65531823		ENSG00000196247.6	ENSG00000196247.6	7	64126501	462	-0.03074	0.02093	-1.4686	0.1426491350381419	0.14185814185814186	0.7546992699881182	down	3.0823
chr2:87987171-111255403		ENSG00000158050.4	ENSG00000158050.4	2	96811179	462	0.08153	0.05615	1.4521	0.14717180020679427	0.14685314685314685	0.7728093564950281	up	7.0733
chr16:28471892-28637651		ENSG00000240634.1	ENSG00000240634.1	16	28825994	462	0.03672	0.0253	1.4511	0.14744879830020102	0.14385614385614387	0.7728093564950281	up	2.6224
chr15:30618103-32153204		ENSG00000260382.1	ENSG00000260382.1	15	31175434	462	-0.04553	0.0315	-1.4453	0.14907458446000185	0.14385614385614387	0.7728093564950281	down	1.9534
chr17:45585159-46292045		ENSG00000224505.1	ENSG00000224505.1	17	43236822	462	0.03225	0.02233	1.4447	0.14925385740982713	0.14985014985014986	0.7728093564950281	up	1.0361
chr13:52310302-52320954		ENSG00000136100.7	ENSG00000136100.7	13	53024763	462	-0.1804	0.12499	-1.4433	0.149626623731684	0.13486513486513488	0.7728093564950281	down	3.4609
chr1:25324280-25369060		ENSG00000117640.13	ENSG00000117640.13	1	26145131	462	-0.05276	0.03672	-1.437	0.1514135790791635	0.14485514485514486	0.7728093564950281	down	4.5139
chr3:195749463-195980207		ENSG00000232065.1	ENSG00000232065.1	3	196359458	462	-0.01601	0.01115	-1.4359	0.15172707070634742	0.14385614385614387	0.7728093564950281	down	0.168
chr11:71571819-71576724		ENSG00000137496.13	ENSG00000137496.13	11	71709587	462	-0.26577	0.1853	-1.4343	0.15218775518958202	0.16783216783216784	0.7728093564950281	down	3.879
chr16:28471892-28637651		ENSG00000260517.1	ENSG00000260517.1	16	29127448	462	0.02268	0.01584	1.4322	0.15278537982993096	0.15984015984015984	0.7728093564950281	up	0.2624
chr2:87987171-111255403		ENSG00000115590.9	ENSG00000115590.9	2	102608306	462	-0.15688	0.10954	-1.4322	0.15279722332912507	0.13686313686313686	0.7728093564950281	down	1.6272
chr1:149843518-149850293		ENSG00000202496.1	ENSG00000202496.1	1	149605917	462	0.07701	0.05406	1.4245	0.1550033260976442	0.14485514485514486	0.7728093564950281	up	0.1807
chr2:87987171-111255403		ENSG00000143429.4	ENSG00000143429.4	2	91847975	462	-0.12315	0.08682	-1.4184	0.15677537878748166	0.14685314685314685	0.7728093564950281	down	2.9802
chr16:28471892-28637651		ENSG00000047578.7	ENSG00000047578.7	16	27561454	462	0.03702	0.02612	1.4174	0.157066376136859	0.15584415584415584	0.7728093564950281	up	1.6725
chr21:13987773-14056796		ENSG00000203616.2	ENSG00000203616.2	21	15309646	462	0.06844	0.04833	1.416	0.157469758751111	0.13886113886113885	0.7728093564950281	up	1.4071
chr16:16721273-18073542		ENSG00000134419.11	ENSG00000134419.11	16	18801705	462	0.16535	0.1168	1.4156	0.15757890910599132	0.16683316683316685	0.7728093564950281	up	7.1522
chr5:179643529-179651253		ENSG00000161011.14	ENSG00000161011.14	5	179233388	462	0.02399	0.01702	1.4091	0.15951701557758205	0.14585414585414586	0.7728093564950281	up	6.4652
chr9:87942696-88110274		ENSG00000204429.3	ENSG00000204429.3	9	90795584	462	-0.06389	0.04537	-1.408	0.15982857265928213	0.15084915084915085	0.7728093564950281	down	0.3872
chr21:43821742-43835116		ENSG00000160208.11	ENSG00000160208.11	21	45079429	462	-0.07467	0.0531	-1.4064	0.1602976220313818	0.16783216783216784	0.7728093564950281	down	3.7649
chr1:25324280-25369060		ENSG00000162430.12	ENSG00000162430.12	1	26126667	462	0.03987	0.02836	1.4058	0.16048910320391732	0.14585414585414586	0.7728093564950281	up	0.7271
chr2:87987171-111255403		ENSG00000253497.1	ENSG00000253497.1	2	89345963	462	0.40069	0.28534	1.4042	0.16094292962897716	0.16183816183816183	0.7728093564950281	up	2.3936
chr9:85797070-85801040		ENSG00000214908.3	ENSG00000214908.3	9	88990621	462	-0.11736	0.08371	-1.402	0.16162306563139445	0.17182817182817184	0.7728093564950281	down	2.5015
chr17:16823490-18384190		ENSG00000201750.1	ENSG00000201750.1	17	18967449	462	-0.14818	0.10571	-1.4017	0.1616947872357259	0.1888111888111888	0.7728093564950281	down	2.7768
chr6:167209001-167357782		ENSG00000197146.2	ENSG00000197146.2	6	167360151	462	0.18816	0.13443	1.3997	0.16229983664820263	0.16383616383616384	0.7728093564950281	up	1.7988
chr17:16823490-18384190		ENSG00000170160.10	ENSG00000170160.10	17	16592851	462	0.13151	0.09398	1.3994	0.16240052051751527	0.17182817182817184	0.7728093564950281	up	1.437
chr15:30618103-32153204		ENSG00000187951.5	ENSG00000187951.5	15	30916697	462	0.06492	0.04641	1.3989	0.16253437200349735	0.1798201798201798	0.7728093564950281	up	4.0146
chr2:87987171-111255403		ENSG00000115652.10	ENSG00000115652.10	2	106810795	462	-0.08267	0.05915	-1.3978	0.16288273169236814	0.16883116883116883	0.7728093564950281	down	4.0483
chr1:149843518-149850293		ENSG00000203852.3	ENSG00000203852.3	1	149824181	462	-0.12243	0.0877	-1.396	0.163404583421518	0.16683316683316685	0.7728093564950281	down	0.6224
