Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Lymphocytosis_symptomatic	0.081178081178	0.003996003996	0.003996003996	266063	1112	264951	-0.150301865	0.860448198	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	266063	1112	264951	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Symptoms_related_to_joints	0.08693397770883635	0.004358585938	0.004358585938	318965	131116	187849	-0.02065261115	0.9795591934	TRUE	lrt_mle	0.966,0.994	wald_mle	two	TRUE	0.9657462027	0.9935697502	FALSE	TRUE	FALSE	mle	318965	131116	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.004358585938	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	0.966,0.994	0.9657462027	0.9935697502
Deforming_dorsopathies	0.0870132079255	0.004441877524	0.004441877524	210038	22189	187849	-0.03977743067	0.9610033052	TRUE	lrt_mle	0.935,0.988	wald_mle	two	TRUE	0.9349608598	0.9877711381	FALSE	TRUE	FALSE	mle	210038	22189	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.004441877524	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	0.935,0.988	0.9349608598	0.9877711381
Low_back_pain	0.09981962652412281	0.005186616875	0.005186616875	265404	77555	187849	-0.02397947436	0.9763057488	TRUE	lrt_mle	0.960,0.993	wald_mle	two	TRUE	0.9600143983	0.992873562	FALSE	TRUE	FALSE	mle	265404	77555	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.005186616875	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	0.960,0.993	0.9600143983	0.992873562
Hypothyroidism	0.11251476524066667	0.00598748035	0.00598748035	231704	39213	192491	0.02997577075	1.030429567	TRUE	lrt_mle	1.009,1.053	wald_mle	two	TRUE	1.008665064	1.052663694	FALSE	TRUE	FALSE	mle	231704	39213	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.00598748035	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	1.009,1.053	1.008665064	1.052663694
Hemorrhoids	0.11251476524066667	0.006100834102	0.006100834102	254578	44746	209832	-0.02855122884	0.971852506	TRUE	lrt_mle	0.952,0.992	wald_mle	two	TRUE	0.9521948822	0.9919159524	FALSE	TRUE	FALSE	mle	254578	44746	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.006100834102	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	0.952,0.992	0.9521948822	0.9919159524
Clostridium_difficile	0.11251476524066667	0.00615395252	0.00615395252	251173	3072	248101	0.09248086297	1.09689215	TRUE	lrt_mle	1.027,1.171	wald_mle	two	TRUE	1.027221167	1.171288548	FALSE	TRUE	FALSE	mle	251173	3072	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.00615395252	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	1.027,1.171	1.027221167	1.171288548
Constipation	0.12020052500262295	0.00668389428	0.00668389428	243460	46861	196599	-0.02762326319	0.9727547703	TRUE	lrt_mle	0.954,0.992	lrt_quadratic	two	True	0.9535292626016011	0.9923679117865402	FALSE	TRUE	FALSE	mle	243460	46861	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.00668389428	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,0.992	0.9535292626016011	0.9923679117865402
Alkalosis	0.12209886717379365	0.006984433826	0.006984433826	194684	2193	192491	0.1120312878	1.118547857	TRUE	lrt_mle	1.032,1.212	wald_mle	two	TRUE	1.031947169	1.212416048	FALSE	TRUE	FALSE	mle	194684	2193	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.006984433826	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	1.032,1.212	1.031947169	1.212416048
Leiomyoma_of_uterus	0.12209886717379365	0.007012058917	0.007012058917	271978	15211	256767	-0.0475398025	0.9535725178	TRUE	lrt_mle	0.921,0.987	lrt_quadratic	two	True	0.9211823500390139	0.9871015729714362	FALSE	TRUE	FALSE	mle	163479	15207	148272	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.007012058917	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.921,0.987	0.9211823500390139	0.9871015729714362
Back_pain	0.12392018133276562	0.007229618601	0.007229618601	309605	121756	187849	-0.01983395716	0.9803614418	TRUE	lrt_mle	0.966,0.995	lrt_quadratic	two	True	0.9662754896857888	0.9946527329005503	FALSE	TRUE	FALSE	mle	309605	121756	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.007229618601	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.966,0.995	0.9662754896857888	0.9946527329005503
Clostridium	0.13227264965486152	0.007837486078	0.007837486078	251400	3299	248101	0.08709269192	1.090997802	TRUE	lrt_mle	1.024,1.163	wald_mle	two	TRUE	1.023669653	1.162754214	FALSE	TRUE	FALSE	mle	251400	3299	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.007837486078	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	1.024,1.163	1.023669653	1.162754214
Hypoxemia	0.14155343422476122	0.008592170553	0.008592170553	221768	12136	209632	0.04702714721	1.048150463	TRUE	lrt_mle	1.012,1.085	wald_mle	two	TRUE	1.012153529	1.085427617	FALSE	TRUE	FALSE	mle	221768	12136	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45585160-INV-706887	0.008592170553	TRUE	lrt_mle	lrt_mle	False	TRUE	wald_mle	1.012,1.085	1.012153529	1.085427617
Vitamin_D_deficiency	0.14155343422476122	0.008645469547	0.008645469547	246536	54045	192491	-0.02563809906	0.9746877662	TRUE	lrt_mle	0.956,0.994	lrt_quadratic	two	True	0.9562123279257669	0.9935201773164757	FALSE	TRUE	FALSE	mle	246536	54045	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.008645469547	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.956,0.994	0.9562123279257669	0.9935201773164757
Hyperemesis_gravidarum	0.14504613034010294	0.008991008991	0.008991008991	360527	1648	358879	-0.1338498756	0.8747213718	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208727	1646	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Flatulence_eructation_and_gas_pain	0.1528493984017183	0.009675323736	0.009675323736	215605	19006	196599	-0.03780549668	0.96290021	TRUE	lrt_mle	0.936,0.991	lrt_quadratic	two	True	0.9357141403117105	0.9908761387786579	FALSE	TRUE	FALSE	mle	215605	19006	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.009675323736	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.936,0.991	0.9357141403117105	0.9908761387786579
Asphyxia_and_hypoxemia	0.1528493984017183	0.009864109163	0.009864109163	222111	12479	209632	0.04553089334	1.046583337	TRUE	lrt_mle	1.011,1.083	lrt_quadratic	two	True	1.0110097995436942	1.0834085692137327	FALSE	TRUE	FALSE	mle	222111	12479	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.009864109163	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.011,1.083	1.0110097995436942	1.0834085692137327
Epilepsy_recurrent_seizures_convulsions	0.1528493984017183	0.009892714026	0.009892714026	228072	13887	214185	0.04324367571	1.044192308	TRUE	lrt_mle	1.010,1.079	lrt_quadratic	two	True	1.0104409832160037	1.0790710140618018	FALSE	TRUE	FALSE	mle	228072	13887	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.009892714026	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.010,1.079	1.0104409832160037	1.0790710140618018
Osteoarthritis_of_more_than_one_site	0.15561620432041665	0.01021364331	0.01021364331	200008	12159	187849	-0.0480176377	0.9531169761	TRUE	lrt_mle	0.919,0.989	lrt_quadratic	two	True	0.9188258746927332	0.9886878408884201	FALSE	TRUE	FALSE	mle	200008	12159	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01021364331	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.919,0.989	0.9188258746927332	0.9886878408884201
Hypothyroidism_not_specified_as_secondary	0.15570833808821918	0.01036163052	0.01036163052	228790	36299	192491	0.02881887068	1.029238152	TRUE	lrt_mle	1.007,1.052	lrt_quadratic	two	True	1.0068082081082592	1.0521677969959016	FALSE	TRUE	FALSE	mle	228790	36299	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01036163052	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.007,1.052	1.0068082081082592	1.0521677969959016
Squamous_cell_carcinoma_of_the_skin	0.16290466291932434	0.01098901099	0.01098901099	261542	4775	256767	-0.06872356672	0.9335847183	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	261542	4775	256767	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Diverticulitis	0.167555773418	0.01145549955	0.01145549955	204333	7734	196599	-0.05553655964	0.9459774384	TRUE	lrt_mle	0.906,0.988	lrt_quadratic	two	True	0.9061178841005115	0.9875903894477223	FALSE	TRUE	FALSE	mle	204333	7734	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01145549955	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.906,0.988	0.9061178841005115	0.9875903894477223
Tinnitus	0.1683128035921519	0.01175943633	0.01175943633	278409	20721	257688	-0.03452481405	0.9660643674	TRUE	lrt_mle	0.940,0.992	lrt_quadratic	two	True	0.9404614645546475	0.9923642777215661	FALSE	TRUE	FALSE	mle	278409	20721	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01175943633	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.940,0.992	0.9404614645546475	0.9923642777215661
Ankylosing_spondylitis	0.1683128035921519	0.01198801199	0.01198801199	188873	1024	187849	-0.1410224234	0.8684698374	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	188873	1024	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Rotator_cuff_tear_or_rupture	0.1683128035921519	0.01208175639	0.01208175639	198781	10932	187849	-0.04783856816	0.9532876656	TRUE	lrt_mle	0.918,0.990	lrt_quadratic	two	True	0.9183307534373235	0.989575237524461	FALSE	TRUE	FALSE	mle	198781	10932	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01208175639	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.918,0.990	0.9183307534373235	0.989575237524461
Deep_vein_thrombosis_DVT	0.1683128035921519	0.01212097674	0.01212097674	219481	9649	209832	0.05020177958	1.051483243	TRUE	lrt_mle	1.011,1.094	lrt_quadratic	two	True	1.0110397669900784	1.0935445330905813	FALSE	TRUE	FALSE	mle	219481	9649	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01212097674	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.011,1.094	1.0110397669900784	1.0935445330905813
Tachycardia	0.16980975134450002	0.01238357348	0.01238357348	236912	27080	209832	-0.03162423643	0.96887058	TRUE	lrt_mle	0.945,0.993	lrt_quadratic	two	True	0.9451543248907864	0.993181934399464	FALSE	TRUE	FALSE	mle	236912	27080	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01238357348	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.945,0.993	0.9451543248907864	0.993181934399464
General_symptoms_and_other_findings	0.17215297681654324	0.01271138662	0.01271138662	237917	55344	182573	-0.02389708164	0.9763861927	TRUE	lrt_mle	0.958,0.995	lrt_quadratic	two	True	0.9582045121371339	0.9949128658104808	FALSE	TRUE	FALSE	mle	237917	55344	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01271138662	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.958,0.995	0.9582045121371339	0.9949128658104808
Chronic_fatigue_syndrome	0.17456622632670732	0.01304870607	0.01304870607	192700	10127	182573	-0.0472541425	0.9538449542	TRUE	lrt_mle	0.919,0.990	lrt_quadratic	two	True	0.9189139392552318	0.9901038148054128	FALSE	TRUE	FALSE	mle	192700	10127	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01304870607	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.919,0.990	0.9189139392552318	0.9901038148054128
Other_disorders_of_the_intestines	0.17497247986057474	0.01344069572	0.01344069572	211432	14833	196599	-0.04008911188	0.9607038252	TRUE	lrt_mle	0.931,0.992	lrt_quadratic	two	True	0.9306462738254762	0.9917321604765535	FALSE	TRUE	FALSE	mle	211432	14833	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01344069572	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.931,0.992	0.9306462738254762	0.9917321604765535
Diabetes_mellitus	0.17497247986057474	0.0134608021	0.0134608021	252487	59996	192491	0.02402029468	1.024311106	TRUE	lrt_mle	1.005,1.044	lrt_quadratic	two	True	1.0049827085249923	1.0440112376600883	FALSE	TRUE	FALSE	mle	252487	59996	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.0134608021	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.005,1.044	1.0049827085249923	1.0440112376600883
Type_2_diabetes	0.17497247986057474	0.01375178765	0.01375178765	249573	57082	192491	0.02457763538	1.024882155	TRUE	lrt_mle	1.005,1.045	lrt_quadratic	two	True	1.0050377300964446	1.045118407457002	FALSE	TRUE	FALSE	mle	249573	57082	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01375178765	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.005,1.045	1.0050377300964446	1.045118407457002
Fluid_overload	0.17497247986057474	0.01379345302	0.01379345302	198806	6315	192491	0.06227477704	1.064254737	TRUE	lrt_mle	1.013,1.118	lrt_quadratic	two	True	1.0127918528107804	1.1183325998994929	FALSE	TRUE	FALSE	mle	198806	6315	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01379345302	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.013,1.118	1.0127918528107804	1.1183325998994929
Abnormal_cytological_findings_in_specimens_from_genital_organs	0.17497247986057474	0.01387657771	0.01387657771	199263	16690	182573	-0.04018872466	0.9606081316	TRUE	lrt_mle	0.930,0.992	lrt_quadratic	two	True	0.9303423322311092	0.9918585347884352	FALSE	TRUE	FALSE	mle	199263	16690	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01387657771	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.930,0.992	0.9303423322311092	0.9918585347884352
Chronic_hepatitis	0.17505512258438202	0.01410411417	0.01410411417	203507	6908	196599	-0.06141867357	0.9404294244	TRUE	lrt_mle	0.895,0.988	lrt_quadratic	two	True	0.8954215946913324	0.9876995456839015	FALSE	TRUE	FALSE	mle	203507	6908	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01410411417	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.895,0.988	0.8954215946913324	0.9876995456839015
Hypercalcemia	0.17505512258438202	0.01420228433	0.01420228433	200209	7718	192491	-0.05568871879	0.9458335103	TRUE	lrt_mle	0.905,0.989	lrt_quadratic	two	True	0.9046559129201871	0.9888854053512276	FALSE	TRUE	FALSE	mle	200209	7718	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01420228433	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.905,0.989	0.9046559129201871	0.9888854053512276
Abnormal_Papanicolaou_smear	0.17868001569597824	0.01495531121	0.01495531121	194489	11916	182573	-0.04636281243	0.9546955239	TRUE	lrt_mle	0.920,0.991	lrt_quadratic	two	True	0.9197030030049658	0.9910194274277835	FALSE	TRUE	FALSE	mle	194489	11916	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01495531121	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.920,0.991	0.9197030030049658	0.9910194274277835
Heart_failure	0.17868001569597824	0.0149812389	0.0149812389	232059	22227	209832	0.03540212523	1.036036241	TRUE	lrt_mle	1.007,1.066	lrt_quadratic	two	True	1.0069048209573226	1.0660104818885092	FALSE	TRUE	FALSE	mle	232059	22227	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.0149812389	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.007,1.066	1.0069048209573226	1.0660104818885092
Estrogen_receptor_status	0.17868001569597824	0.01498501499	0.01498501499	258399	1632	256767	-0.1163259403	0.8901850288	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	149895	1623	148272	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Intestinal_infection_due_to_C._difficile	0.18073180005311826	0.01532183902	0.01532183902	199671	3072	196599	0.08209970997	1.085564046	TRUE	lrt_mle	1.016,1.160	lrt_quadratic	two	True	1.0158597752659346	1.1600511474544823	FALSE	TRUE	FALSE	mle	199671	3072	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01532183902	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.016,1.160	1.0158597752659346	1.1600511474544823
Skin_symptoms	0.1827813795689362	0.01566221484	0.01566221484	293627	63166	230461	-0.02117266113	0.9790499061	TRUE	lrt_mle	0.962,0.996	lrt_quadratic	two	True	0.9623819056291346	0.9960065884977373	FALSE	TRUE	FALSE	mle	293627	63166	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01566221484	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.962,0.996	0.9623819056291346	0.9960065884977373
Aneurysm_or_ectasia	0.18720319649520833	0.01634545507	0.01634545507	223211	13379	209832	0.04155268774	1.042428084	TRUE	lrt_mle	1.008,1.078	lrt_quadratic	two	True	1.0076635086725785	1.0783920426740692	FALSE	TRUE	FALSE	mle	223211	13379	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01634545507	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	1.008,1.078	1.0076635086725785	1.0783920426740692
Presbyopia	0.18720319649520833	0.01638241282	0.01638241282	283727	26039	257688	-0.0306508994	0.9698140767	TRUE	lrt_mle	0.946,0.994	lrt_quadratic	two	True	0.9458426470247322	0.9943930380510781	FALSE	TRUE	FALSE	mle	283727	26039	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01638241282	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.946,0.994	0.9458426470247322	0.9943930380510781
Chest_pain	0.18817320267111112	0.01666476319	0.01666476319	271894	89321	182573	-0.01953467518	0.9806548902	TRUE	lrt_mle	0.965,0.996	lrt_quadratic	two	True	0.9650961573289746	0.9964644521668622	FALSE	TRUE	FALSE	mle	271894	89321	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01666476319	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.965,0.996	0.9650961573289746	0.9964644521668622
Lupus	0.18817320267111112	0.01694338311	0.01694338311	191802	3953	187849	-0.07790945841	0.9250481781	TRUE	lrt_mle	0.868,0.986	lrt_quadratic	two	True	0.8677463446254977	0.9861339515609444	FALSE	TRUE	FALSE	mle	191802	3953	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01694338311	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.868,0.986	0.8677463446254977	0.9861339515609444
Dysplasia_of_cervix	0.18817320267111112	0.01698190252	0.01698190252	226924	5809	221115	-0.06268993657	0.9392346509	TRUE	lrt_mle	0.892,0.989	lrt_quadratic	two	True	0.8921130144552506	0.9888452640941714	FALSE	TRUE	FALSE	mle	131062	5804	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01698190252	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.892,0.989	0.8921130144552506	0.9888452640941714
Other_diseases_of_spinal_cord	0.1896802853076	0.01729081908	0.01729081908	222600	8415	214185	-0.05107292707	0.950209372	TRUE	lrt_mle	0.911,0.991	lrt_quadratic	two	True	0.9110805176756915	0.9910187224488762	FALSE	TRUE	FALSE	mle	222600	8415	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01729081908	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.911,0.991	0.9110805176756915	0.9910187224488762
Chronic_tonsillitis_and_adenoiditis	0.1927979427875926	0.01798201798	0.01798201798	211145	1513	209632	-0.1168635011	0.8897066289	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211145	1513	209632	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Esophagitis	0.1927979427875926	0.01839581582	0.01839581582	216792	20193	196599	-0.03331692324	0.9672319727	TRUE	lrt_mle	0.941,0.994	lrt_quadratic	two	True	0.9408090165003197	0.9943970270708281	FALSE	TRUE	FALSE	mle	216792	20193	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01839581582	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.941,0.994	0.9408090165003197	0.9943970270708281
Myalgia	0.1927979427875926	0.01842521742	0.01842521742	227876	40027	187849	-0.02567436965	0.9746524144	TRUE	lrt_mle	0.954,0.996	lrt_quadratic	two	True	0.9540642532307791	0.9956848562101807	FALSE	TRUE	FALSE	mle	227876	40027	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01842521742	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.954,0.996	0.9540642532307791	0.9956848562101807
Prurigo	0.1927979427875926	0.01843165183	0.01843165183	232673	2212	230461	-0.09847088648	0.9062220755	TRUE	lrt_mle	0.835,0.984	lrt_quadratic	two	True	0.8349693483313809	0.9835552069615429	FALSE	TRUE	FALSE	mle	232673	2212	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01843165183	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.835,0.984	0.8349693483313809	0.9835552069615429
Allergies_related_to_other_diseasessymptoms	0.1927979427875926	0.01853857824	0.01853857824	240880	58307	182573	-0.02188552665	0.9783522239	TRUE	lrt_mle	0.961,0.996	lrt_quadratic	two	True	0.9606910977608726	0.9963380281514383	FALSE	TRUE	FALSE	mle	240880	58307	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.01853857824	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,0.996	0.9606910977608726	0.9963380281514383
